type,1552365_at,1553613_s_at,1554997_a_at,1555778_a_at,1557395_at,1558009_at,1560263_at,1569110_x_at,1569191_at,201292_at,202435_s_at,202709_at,202859_x_at,203474_at,203649_s_at,204337_at,204419_x_at,204540_at,204932_at,205048_s_at,205358_at,205378_s_at,205384_at,205421_at,205858_at,206018_at,206070_s_at,206204_at,206214_at,206465_at,206773_at,206805_at,207145_at,207717_s_at,210135_s_at,210221_at,210380_s_at,212664_at,212732_at,212942_s_at,214913_at,215446_s_at,219837_s_at,219932_at,219937_at,220334_at,220448_at,220532_s_at,221690_s_at,221728_x_at,222073_at,222722_at,223572_at,224209_s_at,226237_at,226420_at,227055_at,227154_at,227434_at,227742_at,227801_at,228731_at,229110_at,230204_at,230547_at,230560_at,230865_at,231192_at,231930_at,232099_at,232164_s_at,237939_at,239591_at,240317_at,242344_at,32502_at
0,7.02707322979128,6.09572722649087,4.9345798547624,5.5742158603766,6.61640087997895,4.63620284786706,6.97944117507413,10.1655415028491,4.5764610161263,5.69014412704384,8.15763268937694,8.36318236840664,8.49710163049017,9.12490977476811,6.55219446154659,7.91768167167869,8.16193812050113,7.04710709005151,8.15537741788403,9.36255734719374,5.84706477581757,4.8646408630769,11.1697042441202,5.55232539500909,6.7122806915598,5.22371964499306,4.89553130365698,5.59224423484081,5.30650682845177,9.93150386560006,8.05825243074134,6.82173561417905,8.0278822140248,6.44606357246802,4.36452580343096,7.4017869691006,5.90860259436132,7.16940391573256,5.00003804847265,8.00583324765082,9.64738417668036,8.73554165181164,6.96070443155242,6.51625808860276,4.32096323132504,6.560338427064,5.22906676827918,8.43716886803745,6.31766836581675,7.1506927759279,5.73048832432418,9.07507656178297,10.6454554387671,7.76210424280894,7.80978180915806,10.3748424980234,9.73750809119251,6.50941383336201,8.17534773732345,9.27420335527609,5.98967859006857,6.32213683011975,7.39604847344818,8.88491311644988,4.68628399953666,4.55916067867342,10.1121372687432,4.93550282344615,7.59358668213391,5.53244911140418,8.50269023585779,4.2045765371026,3.38715008732252,6.83742348739375,5.20223846722748,6.78821060321691
0,5.88934795404305,5.95454389751541,5.11736336417528,5.21347448588741,5.26799975467179,6.95778528408872,6.70119765452478,6.82648129827322,4.24232936145527,9.21174623189891,6.79555645244926,9.73160881468825,7.04315365828793,11.1064575209796,6.36271067117418,7.84474007952879,7.19364182167943,11.5690404655918,10.3880614681327,8.0709109495039,10.3134906127879,5.15517780868307,7.33176970213112,6.23224673281629,8.40650744484199,10.3454386617785,6.06911320734147,10.3338233431055,4.30418606414612,5.31112077136257,12.9829148951177,7.87962762851689,6.96917176384387,4.38076019340078,4.13022770579294,6.11811322954548,9.20813498489761,6.46803105609772,5.65843422202447,9.52510562453081,9.87571362999451,7.47252744567173,6.27590814238283,9.90858637697143,7.24426519275378,6.2978729577399,5.13499743725317,8.32946173760882,8.23490857246679,10.1672580276259,4.85455151875092,5.74395582755112,6.15017613612645,4.59845175356708,5.21709092036023,6.06080204015563,7.72065675524123,6.3182443137095,7.67916633574216,7.68594382555929,7.63572132515914,7.31532740706364,6.42209220093676,8.11274533235693,5.36438930428934,10.6348535067332,6.90357392262531,10.9125952436064,7.46622390354296,4.41867167904121,5.21315834433627,4.86273441788767,3.3983115437808,6.96956577551653,4.31584233012006,9.61283069507094
0,8.13575044261525,6.74729453206016,9.51045123004712,5.69122202881123,7.57208035156849,9.03958198255084,6.12298197371846,10.9665920354272,5.72197211168301,8.88991633386293,8.6702285627093,6.880640157839,11.4680003584904,9.82900803863326,8.44765062573641,9.66133182873133,9.26572987198823,8.66145937631349,12.0967911818775,10.5237214328838,9.15943757001254,6.40700642374414,10.7797852033902,5.92496375898666,6.94480938178102,4.73578755323339,4.66103507299738,5.37294452019163,5.44997613471369,6.86847649877634,11.2967367809533,6.05847834094061,3.76673010714496,6.74188602954661,4.0407799341177,6.13912640492477,7.8730663828838,8.18896656944295,6.92902357656442,7.69342919851347,10.2041240393832,11.8823276628204,6.87501729685049,5.6388325107392,4.36580355433398,8.39714577702759,5.46313912057937,9.457745983511,5.75173898475707,5.46563246431207,4.91955337287715,10.416661633229,7.54963029478083,8.19357508642521,6.11759323394532,11.080349268956,8.96583667127231,8.05796435451728,7.63677977863425,7.90946141126122,6.83208291827991,6.48470842555557,6.60517338336504,8.28166827337577,6.90629448399369,6.39791661242114,9.99330704828411,7.55906465788131,7.65478023336322,6.86087333288417,6.09302044397675,4.22718411236344,4.74141571773009,6.73352597927268,5.09574519484928,8.2107750696693
0,7.23081363808913,6.39952594264577,4.57157902310089,4.7392060126785,8.73877412761605,4.75994703759923,5.47709686010148,10.5229921288296,7.14646022149124,10.3807795667317,6.57787709253007,7.07390618001602,6.15640244285154,9.8799009917675,6.27371073720443,8.76705664442775,9.59600953534568,8.26443336794033,9.66225869153328,8.24246812621975,7.8880280981573,5.29837571159373,7.61590394015357,3.27649377404288,6.0905146673698,11.8925820209613,4.47607654196095,9.41284961086904,4.7088093311845,8.66543758082645,11.6003845631645,8.62620284318532,4.2517092948182,8.54674433399475,3.95507386957087,5.04196448941119,6.67532049943699,7.14894283228507,6.70121627131467,6.48270655957321,10.6584784603582,9.57108851585422,10.687481455183,7.76244296993555,5.71178459604207,5.58379644614693,5.92811562945182,7.653965736274,7.75676693133902,12.0102782409511,4.55868626371022,12.167696601033,6.51696193270142,8.6365564611685,5.9107418687417,7.56057048985717,7.86156759734721,7.22795009609239,11.2688352720797,7.10036948152167,8.66367197816379,5.60154920648839,8.09758000253553,6.89245181200885,8.22150698736109,6.32922132477579,7.37832885212965,3.96402660605564,9.05947611255693,5.83827316669232,11.2296925548636,9.01799623120379,3.37150916213669,6.64634805783805,7.07783157436035,8.20869462488048
0,6.29537881289173,7.00013418950019,5.47817558479593,5.12710403563825,8.8129092559733,5.5363807123499,5.82731390009706,11.0492804710102,5.56893636197762,10.2414646593685,7.27047250288713,7.24940989721256,11.0734966709462,9.60434262417301,7.28498833144116,11.0477966577874,9.96914199257374,8.90898642688124,10.1583489698395,8.25572350186498,6.91320191231363,5.78631997677419,9.4605356831739,6.85362326894287,7.80898548606504,4.6408894792239,4.8438960591372,6.94176320896999,4.99735584032584,7.21375702369297,10.2016096668115,6.18645803547463,8.07865843421996,7.81821003534769,6.16898090811889,6.23360508323498,9.19423182694885,8.17309788262772,7.77080408209495,8.82068749501989,9.38837502913202,11.2648580077125,6.87364629222188,5.30574891789163,4.42450312712185,7.3472076862155,5.11584168267525,11.7883901270948,5.47724158234012,11.6385125463147,5.02188071475129,8.63808585349132,6.74532822196829,11.0960685655908,6.91813449578236,9.97066173295869,12.0523759964319,8.36159770625293,7.39448535968743,5.95971111213217,5.94154488999567,6.23941584667565,6.89199390632167,6.9675154492166,6.22647286731225,3.59413993333043,7.80524490784387,4.16048966109538,5.38341828180565,6.23203353572372,6.79455235760919,4.2369531622412,3.31626024215994,6.65163738877831,5.38572792892006,7.7137175105985
0,8.29437627764087,5.16368085952293,4.74492429027178,4.92951241547922,5.37971955374045,4.25493803084973,6.74333811797685,10.0131224743091,4.56425029115746,7.8438214430352,6.81623412367775,7.12976013795407,7.59137780673998,10.0564628883473,7.06404699254661,7.68419896667324,7.89772608120198,7.38731166012657,11.4440224355994,7.55423540989943,8.94368051123244,5.11447226209152,11.7367789691153,6.25697909824143,7.11632693826183,5.34870895615776,5.51309514481387,6.41678763014928,4.72293903644233,6.75900647290889,10.281587892953,7.14517286773506,4.15952822027264,4.82473853975139,4.56919175550429,6.83032697636422,6.14955174642488,7.68170356270505,7.5708030044754,7.50026493179127,11.1477722319499,9.02498548020444,7.17191324423759,7.31352662635806,4.13579737091061,6.96430585079898,5.18493863947404,7.30826836418343,5.55213617422374,6.05342557169539,5.3297181892117,10.2456252083254,6.42161689956685,10.0987031825853,5.35296818832646,11.2902386543858,8.90671922338314,7.19857008968759,7.75383125902101,9.56280436282718,6.20354888302212,7.79995647640879,7.22818334428588,9.94734337323825,4.88664225579499,4.68658343771624,7.27720618006556,4.21418774108275,8.64004831859405,7.27619814537114,7.6980743074397,4.45256603655213,3.2866057862158,7.60784667341977,4.32042089123781,7.880427007749
0,9.5594862969368,5.96376605182484,5.38319967197811,5.4976141005427,8.4146568462806,8.46884521027327,7.23122312488717,10.342246425396,4.41774582815306,6.00328455695456,7.45625507431367,11.1399696129696,7.47570990360069,10.2478369153525,7.48569748075823,7.6595568302014,8.24988679057668,10.1485233963593,8.95409408710265,10.8882493581505,5.72538404574291,7.34165356222203,7.58891712633572,3.60286499811594,7.03442425736291,8.23099127011115,6.34239745856838,6.03042797990774,4.68441440125583,5.42218233447604,12.3307433120858,6.37439679586193,6.29640509171612,5.20125692456288,4.39623995851863,6.78928316439226,7.45726568163878,7.30084291526924,5.5485649961461,9.37538086744864,7.88409336118949,7.94643086499234,7.08762379952687,7.9243804225647,4.24820409898631,6.55844963039528,5.06240358794279,10.4974514334156,6.02660927014904,10.5372247165603,4.99219031046185,5.98574417507223,7.23899042016018,6.54952026373802,10.2156957442616,7.91986898622399,8.58386940785643,7.95903827027309,8.03972658471052,6.63420652908277,6.56527830025892,4.59158369469716,6.68419743672821,8.93111665472565,5.02348070331477,3.87929966514595,11.4635912557911,10.2493138619966,8.82345485873465,5.1187001068959,11.4341928812556,4.19749518486879,3.27767252092979,8.10253497634148,3.81720863757823,8.04292337448335
0,8.99204280804718,5.2296678159033,5.95438423307703,5.71787456886059,10.5734950617835,3.83390448791424,6.39058711315637,9.84330724654402,5.12198196182409,6.77674245518209,7.58364108950041,7.56197266989341,11.8514034514462,9.40708793535686,10.7795264094325,7.54722025393774,8.23921610035437,6.7965099835492,10.2954019861094,8.53527792889345,4.95346907513682,5.00785798577431,7.97551926040547,3.6539371625086,7.775911314777,4.89793057182075,4.15705502813844,5.60476654092972,4.75275419149922,5.19434027639626,12.4131531072309,7.92055640373606,3.90811911555679,5.8572853326006,4.67361252987521,7.51162113128768,6.17333050174296,6.74381843299884,4.99630155134745,7.72798404741727,9.83953926254351,9.47538268195192,6.01841732878949,4.93738584282244,4.30313863713137,6.73865903021306,4.65965675903745,9.13220430291448,5.78748394368825,6.1239526260229,5.16888344476645,5.59140183894069,6.84515320394103,11.949120202881,6.58067443416363,9.73964358741505,7.21460869693956,6.87471843696239,8.69748491282114,6.60297949261384,5.8394711428259,7.26497323887977,6.87794840501547,6.73106519767342,5.05954213344739,4.06721010849437,7.40970393786283,3.8452654833611,8.12063420023618,5.49218818683547,9.92816218297013,4.11128642840297,3.41351551755562,7.18578219286829,4.487824281639,8.78956417002092
0,9.50790173066696,4.63709022776688,7.94437693837595,5.95565009903089,8.12965400941353,4.66400156949469,6.90148393906665,10.1463313348773,4.52723808533075,7.16646151873656,10.7289573003339,7.2737574764541,12.3172135018936,8.26953911581559,7.46733707854919,7.00812773270479,10.1798712318987,8.22453720903166,11.519603575035,6.05574846543895,9.99527968273389,4.97101694109689,11.5805849155458,4.40709350735924,7.13241556459081,4.71730209177727,7.94133974926545,4.75420979350807,5.10404810069678,6.2722939624054,11.6922377900069,6.36723448589008,4.43312899352861,5.81804261077348,4.24503656603184,6.64875504452355,6.29750813772237,8.50506208829583,6.44646134184718,6.37005462631768,7.0692616487307,12.0603100464878,7.13802050750476,8.94761681258482,4.18269567509458,7.05483903000235,5.07250526346776,10.5079370971801,5.59099642108399,11.4428943496705,5.16032538638812,7.51825571396564,8.72522044734821,9.16448600312731,5.31406385986165,10.4183747527372,9.67479095945879,8.18737578257595,7.57388221481224,7.99832873733248,6.17016696707923,6.31580914673558,7.45279646530507,7.96989718653997,5.99721744973717,4.62561998675561,10.0317683501122,9.20132705135161,6.59123538418762,6.82942814181236,7.00698512214338,4.93679720362072,3.24258932102887,9.57859632241843,4.29883136663528,7.8093855189888
0,7.27347534575224,7.46711199746833,7.80583941903149,9.35633152959841,9.2683180588202,4.61795502789994,7.09206232046729,9.72195899942134,4.66866354150553,7.42473747056915,11.1293002284194,8.57309259421752,11.8621237733857,8.12339717545858,11.6034460017598,9.62355212275487,8.96926201608505,6.07678857672136,11.9020057771551,9.50250916768981,5.56462689731674,5.39897008178918,10.3668901285272,5.53221953755083,7.23797555529751,5.05660566587767,8.488615514913,4.52816038767076,5.0923311552655,6.13807674454942,11.0192213517365,7.14911116953608,3.91758812685818,5.09448884589242,4.30910051807188,7.10192457335185,5.90610327454719,7.31245084765333,5.30521517831237,8.3477552967092,6.60691375634035,11.1064303834853,7.09339778938809,9.0132928912318,4.1540365867173,6.93900647269011,5.19041556276045,11.1106059328355,5.38425200843278,11.0621469960972,4.81545685239636,7.88633251145808,6.56564413412348,11.2114373907017,8.65563860421122,9.52032954867643,9.94921931836378,7.35431273728398,8.5530033608112,8.90345157675632,5.79536577934879,7.16530261696516,6.91795102528184,8.18151913344557,5.515841303824,3.74915036011495,9.85272559011176,6.32617555090439,7.91856208552556,6.69155767611032,8.62929605858835,4.57611771432996,3.1328764937514,7.45868568650335,4.2045481681041,7.73435376709436
